feature_x,feature_y,correlation,p-value
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object (144W),0.6226002146270662,5.514224186035321e-15
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),SNegOV Order (144Q),0.7602171339856674,2.0265708327202103e-34
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),Languages with different word order in negative clauses (144C),0.6830131207553782,0.0003284919542835942
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),"Order of Subject, Object and Verb (81A)",0.5214292089323278,4.2702890332353234e-42
Position of negative words relative to beginning and end of clause and with respect to adjacency to verb (144B),Order of Object and Verb (83A),0.5737206565554074,1.3482850267013083e-54
The Position of Negative Morphemes in SVO Languages (144D),Verb-Initial with Clause-Final Negative (144X),0.8886345489020484,4.223852441003919e-06
The Position of Negative Morphemes in SVO Languages (144D),SNegOV Order (144Q),0.7745966692414834,0.003094086686210892
The Position of Negative Morphemes in SVO Languages (144D),The Position of Negative Morphemes in Verb-Initial Languages (144T),0.6646603808144093,0.0036056885748775394
The Position of Negative Morphemes in SVO Languages (144D),SVONeg Order (144K),0.5311577601550994,7.810847640339479e-34
Preverbal Negative Morphemes (143E),Multiple Negative Constructions in SVO Languages (144E),0.5027515512998999,0.0002709037293631129
Preverbal Negative Morphemes (143E),Obligatory Double Negation in SOV languages (144N),0.5499148214733176,9.116049819886778e-05
Preverbal Negative Morphemes (143E),Optional Triple Negation (143D),0.9242224797732559,0.008395782785147033
Preverbal Negative Morphemes (143E),Order of Negative Morpheme and Verb (143A),0.6913196876277135,6.060425225707433e-189
Order of Negative Morpheme and Verb (143A),The Position of Negative Morphemes in Object-Initial Languages (144Y),0.8416055212325462,4.3648116309043335e-05
Order of Negative Morpheme and Verb (143A),Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object (144W),0.5865224501813134,2.511439232618561e-15
NegSVO Order (144H),Optional Double Negation in SVO languages (144G),0.5109739455017763,0.002803172794854442
M in First Person Singular (136B),Obligatory Double Negation in SOV languages (144N),0.7284330149096772,0.011012358420955302
Number of Possessive Nouns (58B),Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object (144W),0.6126001088403286,0.0005297361155402679
